filename,target,category,fold
1-2-19.wav,2,croup_cough,1
2-1-01.wav,1,whooping_cough,1
6-3-07.wav,3,dry_cough,1
7-1-18.wav,1,whooping_cough,1
12-4-14.wav,0,wet_cough,1
18-2-03.wav,2,croup_cough,1
20-3-15.wav,3,dry_cough,1
21-2-06.wav,2,croup_cough,1
24-1-02.wav,1,whooping_cough,1
27-1-04.wav,1,whooping_cough,1
29-2-01.wav,2,croup_cough,1
31-1-03.wav,1,whooping_cough,1
37-3-20.wav,3,dry_cough,1
42-2-16.wav,2,croup_cough,1
55-4-20.wav,0,wet_cough,1
60-1-14.wav,1,whooping_cough,1
67-2-05.wav,2,croup_cough,1
69-3-12.wav,3,dry_cough,1
70-1-15.wav,1,whooping_cough,1
72-4-11.wav,0,wet_cough,1
78-1-13.wav,1,whooping_cough,1
83-2-15.wav,2,croup_cough,1
84-1-05.wav,1,whooping_cough,1
87-4-13.wav,0,wet_cough,1
91-4-06.wav,0,wet_cough,1
101-2-09.wav,2,croup_cough,1
102-4-16.wav,0,wet_cough,1
103-1-16.wav,1,whooping_cough,1
105-3-19.wav,3,dry_cough,1
112-4-03.wav,0,wet_cough,1
118-3-05.wav,3,dry_cough,1
120-1-08.wav,1,whooping_cough,1
121-4-04.wav,0,wet_cough,1
122-4-01.wav,0,wet_cough,1
125-4-19.wav,0,wet_cough,1
134-1-09.wav,1,whooping_cough,1
135-2-13.wav,2,croup_cough,1
137-2-14.wav,2,croup_cough,1
142-1-20.wav,1,whooping_cough,1
143-4-05.wav,0,wet_cough,1
152-3-13.wav,3,dry_cough,1
155-3-18.wav,3,dry_cough,1
157-1-19.wav,1,whooping_cough,1
158-4-18.wav,0,wet_cough,1
167-2-08.wav,2,croup_cough,1
169-3-09.wav,3,dry_cough,1
172-2-07.wav,2,croup_cough,1
173-3-02.wav,3,dry_cough,1
175-1-11.wav,1,whooping_cough,1
178-2-20.wav,2,croup_cough,1
180-4-02.wav,0,wet_cough,1
182-1-06.wav,1,whooping_cough,1
183-3-03.wav,3,dry_cough,1
189-2-02.wav,2,croup_cough,1
192-4-10.wav,0,wet_cough,1
194-3-11.wav,3,dry_cough,1
195-4-09.wav,0,wet_cough,1
196-3-17.wav,3,dry_cough,1
198-2-12.wav,2,croup_cough,1
201-3-04.wav,3,dry_cough,1
203-3-10.wav,3,dry_cough,1
204-2-04.wav,2,croup_cough,1
208-1-07.wav,1,whooping_cough,1
209-3-01.wav,3,dry_cough,1
220-3-14.wav,3,dry_cough,1
225-3-06.wav,3,dry_cough,1
227-2-10.wav,2,croup_cough,1
234-2-11.wav,2,croup_cough,1
238-1-12.wav,1,whooping_cough,1
241-2-18.wav,2,croup_cough,1
245-4-15.wav,0,wet_cough,1
251-2-17.wav,2,croup_cough,1
258-3-16.wav,3,dry_cough,1
267-1-10.wav,1,whooping_cough,1
268-4-08.wav,0,wet_cough,1
271-1-17.wav,1,whooping_cough,1
273-4-12.wav,0,wet_cough,1
276-4-07.wav,0,wet_cough,1
277-4-17.wav,0,wet_cough,1
278-3-08.wav,3,dry_cough,1
