filename,target,category,fold
3-1-84.wav,1,whooping_cough,5
4-2-92.wav,2,croup_cough,5
6-4-97.wav,0,wet_cough,5
8-2-81.wav,2,croup_cough,5
9-3-99.wav,3,dry_cough,5
11-3-90.wav,3,dry_cough,5
12-1-83.wav,1,whooping_cough,5
13-1-97.wav,1,whooping_cough,5
15-3-92.wav,3,dry_cough,5
16-4-85.wav,0,wet_cough,5
17-1-87.wav,1,whooping_cough,5
18-3-96.wav,3,dry_cough,5
19-4-82.wav,0,wet_cough,5
21-1-82.wav,1,whooping_cough,5
23-2-99.wav,2,croup_cough,5
24-4-94.wav,0,wet_cough,5
25-2-97.wav,2,croup_cough,5
26-2-88.wav,2,croup_cough,5
28-1-95.wav,1,whooping_cough,5
32-2-83.wav,2,croup_cough,5
33-4-84.wav,0,wet_cough,5
34-4-86.wav,0,wet_cough,5
36-3-85.wav,3,dry_cough,5
37-3-98.wav,3,dry_cough,5
38-2-84.wav,2,croup_cough,5
39-4-98.wav,0,wet_cough,5
40-3-81.wav,3,dry_cough,5
41-3-94.wav,3,dry_cough,5
43-2-94.wav,2,croup_cough,5
44-3-89.wav,3,dry_cough,5
46-3-93.wav,3,dry_cough,5
48-2-90.wav,2,croup_cough,5
51-1-96.wav,1,whooping_cough,5
52-4-88.wav,0,wet_cough,5
53-3-91.wav,3,dry_cough,5
54-1-100.wav,1,whooping_cough,5
56-3-97.wav,3,dry_cough,5
57-1-94.wav,1,whooping_cough,5
59-1-92.wav,1,whooping_cough,5
60-1-88.wav,1,whooping_cough,5
61-4-93.wav,0,wet_cough,5
62-1-90.wav,1,whooping_cough,5
63-3-82.wav,3,dry_cough,5
64-2-98.wav,2,croup_cough,5
66-4-83.wav,0,wet_cough,5
68-2-82.wav,2,croup_cough,5
70-4-81.wav,0,wet_cough,5
72-3-86.wav,3,dry_cough,5
76-2-85.wav,2,croup_cough,5
77-3-100.wav,3,dry_cough,5
79-4-95.wav,0,wet_cough,5
80-1-93.wav,1,whooping_cough,5
81-3-95.wav,3,dry_cough,5
82-3-87.wav,3,dry_cough,5
85-2-89.wav,2,croup_cough,5
86-1-89.wav,1,whooping_cough,5
87-1-98.wav,1,whooping_cough,5
88-1-85.wav,1,whooping_cough,5
89-3-84.wav,3,dry_cough,5
90-3-88.wav,3,dry_cough,5
93-2-86.wav,2,croup_cough,5
94-1-81.wav,1,whooping_cough,5
96-2-100.wav,2,croup_cough,5
100-4-100.wav,0,wet_cough,5
103-4-92.wav,0,wet_cough,5
104-1-86.wav,1,whooping_cough,5
105-2-93.wav,2,croup_cough,5
106-4-99.wav,0,wet_cough,5
107-4-90.wav,0,wet_cough,5
108-2-87.wav,2,croup_cough,5
109-4-89.wav,0,wet_cough,5
110-2-95.wav,2,croup_cough,5
111-2-91.wav,2,croup_cough,5
112-3-83.wav,3,dry_cough,5
113-4-87.wav,0,wet_cough,5
114-4-96.wav,0,wet_cough,5
115-2-96.wav,2,croup_cough,5
116-4-91.wav,0,wet_cough,5
118-1-99.wav,1,whooping_cough,5
119-1-91.wav,1,whooping_cough,5
