filename,target,category,fold
4-3-45.wav,3,dry_cough,3
5-4-48.wav,0,wet_cough,3
8-1-50.wav,1,whooping_cough,3
9-2-57.wav,2,croup_cough,3
14-2-60.wav,2,croup_cough,3
19-2-41.wav,2,croup_cough,3
26-2-48.wav,2,croup_cough,3
28-3-59.wav,3,dry_cough,3
34-4-42.wav,0,wet_cough,3
35-3-51.wav,3,dry_cough,3
40-4-43.wav,0,wet_cough,3
41-4-45.wav,0,wet_cough,3
44-1-43.wav,1,whooping_cough,3
49-1-44.wav,1,whooping_cough,3
50-3-41.wav,3,dry_cough,3
54-1-48.wav,1,whooping_cough,3
58-1-53.wav,1,whooping_cough,3
59-4-53.wav,0,wet_cough,3
61-4-58.wav,0,wet_cough,3
63-1-47.wav,1,whooping_cough,3
66-3-49.wav,3,dry_cough,3
71-4-54.wav,0,wet_cough,3
73-3-52.wav,3,dry_cough,3
74-4-44.wav,0,wet_cough,3
77-3-60.wav,3,dry_cough,3
79-3-46.wav,3,dry_cough,3
81-2-50.wav,2,croup_cough,3
82-1-52.wav,1,whooping_cough,3
89-1-51.wav,1,whooping_cough,3
93-3-43.wav,3,dry_cough,3
95-2-43.wav,2,croup_cough,3
96-4-57.wav,0,wet_cough,3
98-2-45.wav,2,croup_cough,3
99-3-54.wav,3,dry_cough,3
100-3-55.wav,3,dry_cough,3
106-2-42.wav,2,croup_cough,3
110-1-42.wav,1,whooping_cough,3
119-2-54.wav,2,croup_cough,3
129-3-56.wav,3,dry_cough,3
133-4-41.wav,0,wet_cough,3
136-1-59.wav,1,whooping_cough,3
141-1-58.wav,1,whooping_cough,3
145-2-47.wav,2,croup_cough,3
149-4-60.wav,0,wet_cough,3
151-2-56.wav,2,croup_cough,3
156-4-55.wav,0,wet_cough,3
165-4-56.wav,0,wet_cough,3
168-3-42.wav,3,dry_cough,3
170-2-51.wav,2,croup_cough,3
171-1-55.wav,1,whooping_cough,3
174-1-57.wav,1,whooping_cough,3
179-3-44.wav,3,dry_cough,3
185-3-48.wav,3,dry_cough,3
186-1-49.wav,1,whooping_cough,3
187-1-60.wav,1,whooping_cough,3
188-2-55.wav,2,croup_cough,3
190-3-58.wav,3,dry_cough,3
197-4-49.wav,0,wet_cough,3
202-3-47.wav,3,dry_cough,3
213-2-59.wav,2,croup_cough,3
215-4-47.wav,0,wet_cough,3
218-4-50.wav,0,wet_cough,3
226-2-53.wav,2,croup_cough,3
229-2-58.wav,2,croup_cough,3
230-2-52.wav,2,croup_cough,3
231-3-53.wav,3,dry_cough,3
236-4-59.wav,0,wet_cough,3
237-1-45.wav,1,whooping_cough,3
242-2-46.wav,2,croup_cough,3
243-4-52.wav,0,wet_cough,3
246-1-56.wav,1,whooping_cough,3
247-1-54.wav,1,whooping_cough,3
249-4-51.wav,0,wet_cough,3
252-1-46.wav,1,whooping_cough,3
259-3-57.wav,3,dry_cough,3
263-3-50.wav,3,dry_cough,3
264-2-49.wav,2,croup_cough,3
265-4-46.wav,0,wet_cough,3
270-1-41.wav,1,whooping_cough,3
274-2-44.wav,2,croup_cough,3
